compound,heusler_type,mp_id,formula,formation_energy,absolute_energy,band_gap,fermi_energy,bulk_modulus,poisson_ratio,Nv
FeCrSb,half,mp-1008225,CrFe2Sb,0.14062806500000047,-7.5398947175,0.0,8.90062077,187.126,4.053,19
FeMnAl,half,mp-1221633,MnAlFeCo,-0.2483681319827591,-7.376125395,0.0,6.86531309,,,18
FeMnAl,half,mp-1221620,MnAlFe2,-0.133765804482759,-7.59567419,0.0,6.25488988,,,18
FeMnAl,half,mp-31185,MnAlFe2,-0.19067050448275857,-7.65257889,0.0,6.98928397,204.228,0.235,18
FeMnGa,half,mp-1097314,MnGaFe2,2.6305809061422414,-4.6519575275,0.0,-2.6817609,,,18
FeMnGa,half,mp-1065753,MnGaFe2,-0.0768241663577589,-7.3593626,0.0,5.41165966,,,18
FeMnGa,half,mp-999552,MnGaFeCo,-0.12804293135775868,-7.0764302425,0.0,5.75671261,,,18
FeMnIn,half,mp-651406,MnInFe(CO)9,-0.6849406153975088,-7.7334917192261905,2.1518,0.30871252,,,18
FeMnIn,half,mp-1221611,MnInFe,0.3001349451340995,-6.496935136666667,0.0,7.55058451,,,18
FeMnIn,half,mp-1206457,MnInFe,0.2928296784674333,-6.504240403333333,0.0,6.63873187,,,18
FeMnSi,half,mp-1222097,Mn4Fe8SiGe3,-0.1602262791702591,-7.891640806875,0.0,7.70709251,,,19
FeMnSi,half,mp-5529,MnFe2Si,-0.3191894194827585,-8.201033355,0.0,8.05121851,237.181,0.452,19
FeMnSi,half,mp-1105397,MnFe4SiB2,-0.35925516078304653,-8.08753037375,0.0,7.43223956,,,19
FeMnGe,half,mp-1018071,MnFe2Ge,-0.11001521823275873,-7.79128661,0.0,7.47807372,213.562,0.46,19
FeMnGe,half,mp-1018024,MnFeCoGe,-0.1729985207327589,-7.52011879,0.0,7.23491723,205.404,0.312,19
FeMnGe,half,mp-1093841,MnFe2Ge,2.708829624267241,-4.9724417675,0.0,-2.66605456,,,19
FeMnSn,half,mp-1177457,Li4Mn2Fe3Sn(PO4)6,-2.431710311551312,-7.599873512249999,2.5061,2.15743078,,,19
FeMnSn,half,mp-850538,Mn2Fe3Sn(PO4)6,-2.382684559964422,-7.912985575555556,0.0,1.34580578,,,19
FeMnSn,half,mp-776652,Mn3Fe2Sn(PO4)6,-2.3460430396291727,-7.895566113055556,0.0,2.36721548,,,19
FeMnP,half,mp-760077,MnFeCo(PO4)3,-2.25167672885331,-7.831623310416666,0.5024,2.12242092,,,20
FeMnP,half,mp-1176481,MnFeCo(PO4)3,-2.256216780381089,-7.836163361944445,0.001000000000000112,1.70191218,,,20
FeMnP,half,mp-1201180,MnFe2(PO8)2,-1.1351766270103207,-6.667044451904762,0.0,-0.82967055,,,20
FeMnAs,half,mp-4238,MnFeAs,-0.19520789181034737,-7.629260903333336,0.0,7.25146101,159.384,0.298,20
FeMnAs,half,mp-505803,MnFeAs,-0.13832129014367922,-7.572374301666667,0.0,6.37665682,114.365,0.34,20
FeMnAs,half,mp-1221780,Mn3FeAs4,-0.24803312797413835,-7.07210071625,0.0,7.06804406,,,20
FeMnSb,half,mp-1221899,Mn2FeSbO6,-1.9357220010862064,-7.999385538,1.3392999999999997,4.7070724,,,20
FeMnSb,half,mp-1227954,CaMn25FeSi4SbO44,-2.2265274590562614,-8.58515746618421,0.01770000000000005,3.78379694,,,20
FeMnSb,half,mp-1189105,Mn2FeSbO6,-1.898524214086207,-7.962187751,1.2988999999999997,4.78656097,,,20
FeNiAl,half,mp-31186,AlFe2Ni,-0.09435004249999945,-6.710788775,0.0,7.15918299,133.148,-0.664,21
FeNiAl,half,mp-1228910,Al2FeNi,-0.5236166950000003,-5.9589440825,0.0,8.66497251,,,21
FeNiAl,half,mp-867330,Al2FeNi,-0.4992086899999997,-5.9345360775,0.0,8.85645316,163.496,0.27,21
FeNiGa,half,mp-622990,GaFe2Ni,-0.018714536875000576,-6.4557833175,0.0,5.90093716,158.207,-1.556,21
FeNiGa,half,mp-1065359,GaFeNi2,-0.19702273937499992,-5.9616203875,0.0,6.55779165,,,21
FeNiGa,half,mp-1224929,GaFeNiO4,-1.773262669642857,-7.071449641428572,0.0,3.60582852,,,21
FeNiIn,half,mp-1223864,InFeNi,0.19875887777777854,-5.471018333333333,0.0,8.28666256,,,21
FeNiIn,half,mp-1206345,InFeNi,0.29335328444444525,-5.376423926666667,0.0,7.9444052,,,21
FeNiIn,half,mp-1206342,InFeNi,0.11898380277777794,-5.550793408333334,0.0,8.15335748,,,21
FeNiSi,half,mp-1207121,Fe2SiNi,-0.2841897899999992,-7.3205640725,0.0,8.30838168,,,22
FeNiSi,half,mp-1212682,Fe3SiNi,-0.2575840720000002,-7.58068774,0.0,7.43736132,,,22
FeNiSi,half,mp-1103705,FeSiNi,-0.3934152391666655,-6.951907212499999,0.0,8.69028113,,,22
FeNiGe,half,mp-1206550,FeNiGe,-0.1554445383333333,-6.446506453333334,0.0,7.84451223,,,22
FeNiGe,half,mp-1024972,FeNiGe,-0.06452609833333274,-6.355588013333333,0.0,8.19493399,,,22
FeNiGe,half,mp-1225094,FeNi2Ge,-0.1616681562499993,-6.3249987625,0.0,8.18045895,,,22
FeNiSn,half,mp-1207152,FeNiSn,0.15344652666666767,-5.9331300549999995,0.0,8.86147165,,,22
FeNiSn,half,mp-775990,Fe3Ni2Sn(PO4)6,-2.2584388706349205,-7.600857741111112,0.0,1.48210535,,,22
FeNiSn,half,mp-780843,Li4Fe2Ni3Sn(PO4)6,-2.317048530904761,-7.248870687749999,3.0536,2.01722233,,,22
FeNiP,half,mp-1221201,Na4FeNi(PO4)3,-2.411944206402181,-6.949593075476191,2.1249000000000002,4.04690789,,,23
FeNiP,half,mp-1233940,MgCr2Fe3Ni(PO4)6,-2.3392839187258687,-7.838579479729731,1.5388000000000002,1.80826124,,,23
FeNiP,half,mp-1043103,MgFeNiP2O9,-2.2883389628061224,-7.379906709821428,0.21689999999999987,2.21172368,,,23
FeNiAs,half,mp-1080824,FeNiAs,-0.12250212583333327,-6.429262266666666,0.0,7.97508306,,,23
FeNiAs,half,mp-1224728,Fe(NiAs)2,-0.15066083966666685,-6.024768766666667,0.0,6.28473504,,,23
FeNiAs,half,mp-1224951,FeNiAs4,-0.25122920166666657,-5.739670538333332,0.0,6.61935191,,,23
FeNiSb,half,mp-1233872,MgFe3Ni2Sb(PO4)6,-2.2513381119691114,-7.496661861621622,0.13680000000000003,3.08808173,,,23
FeNiSb,half,mp-1233991,MgFe3Ni2Sb(PO4)6,-2.2906878638610038,-7.536011613513514,1.5014000000000003,2.92293884,,,23
FeNiSb,half,mp-1233545,MgFe3Ni2Sb(PO4)6,-2.2626760303474898,-7.5079997800000005,0.8784000000000001,3.12317812,,,23
MnTiAl,half,mp-865531,TiMn2Al,-0.3357596597988515,-7.8270342675,0.0,6.89372406,159.093,0.278,14
MnTiAl,half,mp-999052,Ti2MnAl,-0.2500238361494258,-7.424667625,0.05109999999999992,6.55356653,108.188,0.278,14
MnTiAl,half,mp-1216913,TiMnAl,-0.3031040837547903,-7.23746513,0.0,6.77213907,,,14
MnTiGa,half,mp-1097280,Ti2MnGa,2.839763494475574,-4.1555103425,0.0,-2.87573519,,,14
MnTiGa,half,mp-1064731,Ti2MnGa,-0.26526617052442614,-7.2605400075,0.05250000000000021,5.94742071,,,14
MnTiGa,half,mp-865780,TiMn2Ga,-0.23709498417385078,-7.54899964,0.0,5.97030952,160.207,0.294,14
MnTiSi,half,mp-1214713,Ba2TiMn2Si2PO13,-3.0530426645875366,-8.324614591190477,0.0,2.58599349,,,15
MnTiSi,half,mp-1221189,Na5Ca7Zr2TiMnSi8(O8F)4,-3.2549660831360154,-7.661992930666667,0.17900000000000005,1.688134,,,15
MnTiSi,half,mp-1216867,TiMnSi4,-0.3545873135440611,-6.814383885,0.0,9.9687717,,,15
MnTiGe,half,mp-1106030,TiMnGe,-0.49917704042145616,-7.726022095,0.0,5.98442338,,,15
MnTiGe,half,mp-866376,TiMn2Ge,-0.3401090560488518,-8.05074667,0.0,7.38779474,191.642,0.306,15
MnTiGe,half,mp-1018015,Ti2MnGe,-0.24415239989942616,-7.638159195,0.0,7.64880722,140.634,0.391,15
MnTiSn,half,mp-999083,Ti2MnSn,-0.14465159989942578,-7.385294395,0.0,8.04529111,53.25,-4.207,15
MnTiSn,half,mp-776007,Ti3Mn2Sn(PO4)6,-2.78643846635331,-8.268862049166666,0.09860000000000024,4.70829579,,,15
MnTiSn,half,mp-1217085,TiMn(Ni2Sn)2,-0.29096289265804565,-6.31561261,0.0,9.10892546,,,15
MnTiP,half,mp-771693,TiMn5(PO4)6,-2.5449076441901557,-8.24081706,0.0,1.81827033,,,16
MnTiP,half,mp-1214713,Ba2TiMn2Si2PO13,-3.0530426645875366,-8.324614591190477,0.0,2.58599349,,,16
MnTiP,half,mp-780178,Li8TiMn3(PO4)6,-2.664323082182149,-7.473849065952382,1.392,1.95826946,,,16
MnTiAs,half,mp-1205741,TiMnAs,-0.6500703595881229,-7.8926136399999995,0.0,7.68296318,,,16
MnTiAs,half,mp-1079806,TiMnAs,-0.3923010440325672,-7.634844324444444,0.0,6.36550844,,,16
MnTiAs,half,mp-1216856,TiMn2VAs4,-0.4246911848994266,-7.172681035,0.0,6.04169889,,,16
MnTiSb,half,mp-1216728,TiMnSb,-0.2526002804214566,-7.314769796666667,0.0,8.35442499,,,16
MnTiSb,half,mp-776000,Ti3Mn2Sb(PO4)6,-2.7729875270477553,-8.258728592777778,0.0343,3.95906452,,,16
MnTiSb,half,mp-1208261,Ti5MnSb2,-0.4632173786997118,-7.575402110624999,0.0,7.60899257,,,16
MnVAl,half,mp-1221624,MnAlV2,-0.1553770794827587,-7.924227895,0.0,6.72078052,,,15
MnVAl,half,mp-10895,Mn2AlV,-0.3176246139655188,-8.106002735,0.0,7.08921185,185.386,0.278,15
MnVAl,half,mp-1221708,Mn5Al2V,-0.19556880245689712,-7.99371057625,0.0,6.94174489,,,15
MnVGa,half,mp-1190398,MnVGaCo,-0.3008021957327589,-7.402660721875,0.0,6.17859307,,,15
MnVGa,half,mp-21235,Mn2VGa,-0.38250483224138065,-14.10726009,0.0,6.23773384,187.236,0.31,15
MnVGa,half,mp-1221873,Mn3V2Ga2Co,-0.2552349110991372,-7.61066825875,0.0,6.06483788,,,15
MnVIn,half,mp-1206609,Mn2VIn,0.13318050689654726,-16.37552835836207,0.0,7.20192072,,,15
MnVSi,half,mp-1221599,MnV(Co2Si)2,-0.4188975497413798,-7.6226755875,0.0,8.15936838,,,16
MnVSi,half,mp-865026,Mn2VSi,-0.4578360009913798,-13.51533842,0.0,8.3176681,242.884,0.27,16
MnVSi,half,mp-1221563,MnV(Fe2Si)2,-0.4174628259913806,-8.289543108750001,0.0,8.40838232,,,16
MnVGe,half,mp-865554,Mn2VGe,-0.2775240352155155,-8.285265162499998,0.0,7.9312908,224.329,0.289,16
MnVSn,half,mp-1176486,Mn2V3Sn(PO4)6,-2.5766361088533105,-8.158094196111112,0.0,3.17262745,,,16
MnVSn,half,mp-1206646,Mn2VSn,0.040932795646547504,-17.00967441961207,0.0,8.72202715,,,16
MnVSn,half,mp-1221615,MnV(Ni2Sn)2,-0.14269160599137987,-6.31589308,0.0,8.88630852,,,16
MnVP,half,mp-849523,Li2MnVP2(HO5)2,-2.402494546743522,-7.358477004999999,0.0,2.68110363,,,17
MnVP,half,mp-780329,Li2MnV(P2O7)2,-2.6491726837804137,-7.788143288863636,0.24150000000000005,2.16545792,,,17
MnVP,half,mp-778531,Li3MnV(PO4)3,-2.5978651232179795,-7.580178883625,0.667,2.28405472,,,17
MnVAs,half,mp-20791,MnVAs,-0.24586180347701259,-7.884543101666666,0.0,6.39595148,98.235,0.45,17
MnVAs,half,mp-1221559,MnVAs2,-0.3645980257327599,-7.2611396325,0.0,6.6735087,,,17
MnVAs,half,mp-1216856,TiMn2VAs4,-0.4246911848994266,-7.172681035,0.0,6.04169889,,,17
MnVSb,half,mp-1221584,MnVSb,-0.008986163994251228,-18.168728209166666,0.0,8.87309141,,,17
MnVSb,half,mp-767946,Mn2V3Sb(PO4)6,-2.5301448881588664,-8.114920458333334,0.0,3.32567939,,,17
MnVSb,half,mp-510305,MnVSbO6,-2.1450709964367807,-7.93268265611111,1.2952999999999992,4.80328928,,,17
MnCrAl,half,mp-1221714,MnAl24Cr,-0.08413894761273227,-4.26524982,0.0,7.60474678,,,16
MnCrAl,half,mp-864988,Mn2AlCr,-0.16105888646551758,-8.0917223575,0.0,7.46499702,193.97,0.276,16
MnCrAl,half,mp-1221662,MnAl2Cr3,-0.16329881632183904,-7.765350376666667,0.0,7.83402702,,,16
MnCrGa,half,mp-1221909,Mn2Cr3GaS8,-0.9531812688115764,-6.9116202371428574,0.0,4.33838044,,,16
MnCrGa,half,mp-1221918,Mn2CrGa3Se8,-0.6566358712222902,-5.301540009999999,0.0,2.73821393,,,16
MnCrGa,half,mp-1221912,Mn2CrGa3S8,-0.7709055120258606,-5.782922845,0.0,3.54687522,,,16
MnCrIn,half,mp-1221691,MnCrInS4,-0.8964754556568134,-6.343286137857143,0.0,4.72912913,,,16
MnCrSi,half,mp-1097306,Mn2CrSi,2.689556116882187,-10.613887967126434,0.0,-2.73067862,,,17
MnCrSi,half,mp-1226532,CeMnCrSi2,-0.4596855537298808,-16.08865255683333,0.0,7.6095566,,,17
MnCrSi,half,mp-1221675,MnCrSi2,-0.2810302091956931,-12.107081773075004,0.0,9.19946866,,,17
MnCrGe,half,mp-1222067,Mn4Cr(Co2Ge)5,-0.22292983133620653,-7.260450586999999,0.0,6.36471465,,,17
MnCrGe,half,mp-1225876,DyMn2(Cr2Ge3)2,-0.22228029904067187,-7.090954385384616,0.0,7.2717523,,,17
MnCrGe,half,mp-1225989,DyMn4(CrGe3)2,-0.2688137964146773,-7.06194447076923,0.0,5.66549099,,,17
MnCrSn,half,mp-1176479,Mn3Cr2Sn(PO4)6,-2.4234403224069507,-8.038687076944445,0.0,2.38125924,,,17
MnCrSn,half,mp-1177389,Li4Mn3Cr2Sn(PO4)6,-2.4922935007495894,-7.7369078665,1.915,2.67220965,,,17
MnCrSn,half,mp-1221685,MnCr(Ni2Sn)2,-0.10678074974137886,-6.35112489875,0.0,8.84760418,,,17
MnCrP,half,mp-757284,Mn3CrCo2(PO4)6,-2.28545116504584,-7.917481645,0.0,2.02008157,,,18
MnCrP,half,mp-775289,Mn3CrCu2(PO4)6,-2.225407604490284,-7.688870859444445,0.0,1.81133209,,,18
MnCrP,half,mp-771880,Mn3Cr(PO4)6,-2.229707329166184,-7.773420971470589,0.06729999999999992,0.58705533,,,18
MnCrAs,half,mp-1221644,MnCrAs,-0.03704409347701206,-7.865439191666667,0.0,7.51601471,,,18
MnCrAs,half,mp-1222085,Mn2CrAs3,-0.23541455847701206,-7.233322167083333,0.0,6.88267884,,,18
MnCrAs,half,mp-1221789,Mn3CrAs4,-0.2494891854741379,-7.22143505625,0.0,6.98218838,,,18
MnCrSb,half,mp-776056,Mn3Cr2Sb(PO4)6,-2.401150147268061,-8.019714384722223,0.0,2.45637068,,,18
MnCrSb,half,mp-1105510,Mn2CrSbO6,-2.0757067215862057,-8.2576728845,1.4196,5.27148983,,,18
MnCrSb,half,mp-1221652,MnCrSb,0.053962596839078,-18.433701668333338,0.0,7.91199711,,,18
MnFeAl,half,mp-1221633,MnAlFeCo,-0.2483681319827591,-7.376125395,0.0,6.86531309,,,18
MnFeAl,half,mp-1221620,MnAlFe2,-0.133765804482759,-7.59567419,0.0,6.25488988,,,18
MnFeAl,half,mp-31185,MnAlFe2,-0.19067050448275857,-7.65257889,0.0,6.98928397,204.228,0.235,18
MnFeGa,half,mp-1097314,MnGaFe2,2.6305809061422414,-4.6519575275,0.0,-2.6817609,,,18
MnFeGa,half,mp-1065753,MnGaFe2,-0.0768241663577589,-7.3593626,0.0,5.41165966,,,18
MnFeGa,half,mp-999552,MnGaFeCo,-0.12804293135775868,-7.0764302425,0.0,5.75671261,,,18
MnFeIn,half,mp-651406,MnInFe(CO)9,-0.6849406153975088,-7.7334917192261905,2.1518,0.30871252,,,18
MnFeIn,half,mp-1221611,MnInFe,0.3001349451340995,-6.496935136666667,0.0,7.55058451,,,18
MnFeIn,half,mp-1206457,MnInFe,0.2928296784674333,-6.504240403333333,0.0,6.63873187,,,18
MnFeSi,half,mp-1222097,Mn4Fe8SiGe3,-0.1602262791702591,-7.891640806875,0.0,7.70709251,,,19
MnFeSi,half,mp-5529,MnFe2Si,-0.3191894194827585,-8.201033355,0.0,8.05121851,237.181,0.452,19
MnFeSi,half,mp-1105397,MnFe4SiB2,-0.35925516078304653,-8.08753037375,0.0,7.43223956,,,19
MnFeGe,half,mp-1018071,MnFe2Ge,-0.11001521823275873,-7.79128661,0.0,7.47807372,213.562,0.46,19
MnFeGe,half,mp-1018024,MnFeCoGe,-0.1729985207327589,-7.52011879,0.0,7.23491723,205.404,0.312,19
MnFeGe,half,mp-1093841,MnFe2Ge,2.708829624267241,-4.9724417675,0.0,-2.66605456,,,19
MnFeSn,half,mp-1177457,Li4Mn2Fe3Sn(PO4)6,-2.431710311551312,-7.599873512249999,2.5061,2.15743078,,,19
MnFeSn,half,mp-850538,Mn2Fe3Sn(PO4)6,-2.382684559964422,-7.912985575555556,0.0,1.34580578,,,19
MnFeSn,half,mp-776652,Mn3Fe2Sn(PO4)6,-2.3460430396291727,-7.895566113055556,0.0,2.36721548,,,19
MnFeP,half,mp-760077,MnFeCo(PO4)3,-2.25167672885331,-7.831623310416666,0.5024,2.12242092,,,20
MnFeP,half,mp-1176481,MnFeCo(PO4)3,-2.256216780381089,-7.836163361944445,0.001000000000000112,1.70191218,,,20
MnFeP,half,mp-1201180,MnFe2(PO8)2,-1.1351766270103207,-6.667044451904762,0.0,-0.82967055,,,20
MnFeAs,half,mp-4238,MnFeAs,-0.19520789181034737,-7.629260903333336,0.0,7.25146101,159.384,0.298,20
MnFeAs,half,mp-505803,MnFeAs,-0.13832129014367922,-7.572374301666667,0.0,6.37665682,114.365,0.34,20
MnFeAs,half,mp-1221780,Mn3FeAs4,-0.24803312797413835,-7.07210071625,0.0,7.06804406,,,20
MnFeSb,half,mp-1221899,Mn2FeSbO6,-1.9357220010862064,-7.999385538,1.3392999999999997,4.7070724,,,20
MnFeSb,half,mp-1227954,CaMn25FeSi4SbO44,-2.2265274590562614,-8.58515746618421,0.01770000000000005,3.78379694,,,20
MnFeSb,half,mp-1189105,Mn2FeSbO6,-1.898524214086207,-7.962187751,1.2988999999999997,4.78656097,,,20
MnNiAl,half,mp-1222882,LaMnAlNi3,-0.3558800121551731,-6.21988139,0.0,7.86212635,,,20
MnNiAl,half,mp-1221740,MnAlNi6,-0.25653153974137854,-6.20508294,0.0,8.21255872,,,20
MnNiAl,half,mp-4922,MnAlNi2,-0.404369411982759,-6.5213355325,0.0,7.57571564,158.539,0.352,20
MnNiGa,half,mp-604537,MnGaNi2,-0.4199929756206899,-12.942379212,0.0,6.79524654,,,20
MnNiGa,half,mp-1206407,Mn2GaNi,-0.18017857571120643,-13.377969190969829,0.0,5.76556051,,,20
MnNiGa,half,mp-1222026,Mn2GaNi,-0.23277269974137837,-13.430563315,0.0,5.88627765,,,20
MnNiIn,half,mp-22731,MnInNi2,-0.24933087744252802,-15.555670721321839,0.0,7.9551134,235.971,0.332,20
MnNiIn,half,mp-1188474,MnIn2NiO6,-1.7550423002931033,-6.7683708465,0.0,6.13868261,,,20
MnNiSi,half,mp-567353,MnSiNi,-0.33978462149425565,-12.15272343166667,0.0,8.94912829,,,21
MnNiSi,half,mp-1210618,Mn3SiNi,-0.3072993389612037,-13.26839649527155,0.0,8.12955273,,,21
MnNiSi,half,mp-20949,MnSiNi,-0.573282222327587,-12.386221032500002,0.0,8.5004566,162.799,0.274,21
MnNiGe,half,mp-22029,MnNi2Ge,-0.22366996823275898,-6.559999095,0.0,8.10774923,160.744,0.414,21
MnNiGe,half,mp-583202,MnNiGe,0.06375223735632218,-6.457974371666666,0.0,7.622324,,,21
MnNiGe,half,mp-21090,MnNiGe,-0.22892120764367738,-6.750647816666667,0.0,7.58967499,116.642,0.292,21
MnNiSn,half,mp-1221649,MnCoNiSn,-0.10784307073275912,-6.6291282075,0.0,8.32156153,,,21
MnNiSn,half,mp-1221332,MnNiSnPd,-0.250402450732758,-6.28330386,0.0,7.87405047,,,21
MnNiSn,half,mp-1221827,Mn3Ni4Sn,-0.0964245698491375,-6.92344512625,0.0,7.69369847,,,21
MnNiP,half,mp-773507,MnNi(PO4)2,-2.151535122823617,-7.600802523055555,0.0,1.1258684,,,22
MnNiP,half,mp-780130,Mn3Cu2Ni(PO4)6,-2.1223373961569507,-7.478219795833334,0.0,1.52447575,,,22
MnNiP,half,mp-1043125,CaMnNiP2O9,-2.504297444086909,-7.67208833017857,0.02619999999999978,2.44903685,,,22
MnNiAs,half,mp-1103634,MnNiAs,-0.24535913097701112,-6.782783965833333,0.0,7.56659222,,,22
MnNiAs,half,mp-1079845,MnNiAs,-0.2528805040325671,-6.7903053388888885,0.0,7.18998564,,,22
MnNiAs,half,mp-510613,MnNiAs,3.540748798189655,-2.996676036666667,0.0,-2.22140227,,,22
MnNiSb,half,mp-776222,Mn2Ni3Sb(PO4)6,-2.1898103689922,-7.499271823333334,0.0,1.41257122,,,22
MnNiSb,half,mp-22541,MnNiSb,-0.10632490149424949,-17.563447423333333,0.0,7.09919181,98.538,0.497,22
MnNiSb,half,mp-5124,MnNi2Sb,-0.2664577769540202,-16.354728958333332,0.0,9.37081215,137.829,0.434,22
CrTiSi,half,mp-1216927,TiCrSi4,-0.3502949727777794,-10.867987936666667,0.0,9.7452127,,,14
CrTiSi,half,mp-1217112,Ti2CrSi6,-0.40594569037037015,-10.804995022222222,0.0,9.59450536,,,14
CrTiSi,half,mp-1217270,Ti(CrSi3)2,-0.2970828429629633,-10.933419438888889,0.0,10.1468454,,,14
CrTiGe,half,mp-1192266,Ti4Cr2Ge5,-0.48185905575757526,-7.209422899545455,0.0,6.39250055,,,14
CrTiGe,half,mp-1217423,Ti4Cr2Ge5,-0.34239597893939333,-7.069959822727273,0.0,5.81708463,,,14
CrTiSn,half,mp-1101318,Ti3Cr2Sn(PO4)6,-2.7448914423015873,-8.254594590555556,0.0,4.43732413,,,14
CrTiSn,half,mp-776286,Ti3CrSn2(PO4)6,-2.7832646227182543,-8.136204559444444,0.025699999999999612,4.35087636,,,14
CrTiSn,half,mp-776780,Li4Ti3Cr3(SnO8)2,-2.660703811547619,-7.929870711428571,0.0,5.6721528,,,14
CrTiP,half,mp-774450,Ti3CrFe2(PO4)6,-2.782928289107143,-8.383670967777778,0.10719999999999974,4.10266156,,,15
CrTiP,half,mp-776286,Ti3CrSn2(PO4)6,-2.7832646227182543,-8.136204559444444,0.025699999999999612,4.35087636,,,15
CrTiP,half,mp-777498,Ti3CrNi2(PO4)6,-2.7314317721626984,-8.182736421388888,0.04949999999999921,4.35682972,,,15
CrTiAs,half,mp-1079641,TiCrAs,-0.584777569166666,-7.990998242222222,0.0,7.70122486,,,15
CrTiAs,half,mp-1216963,TiCrAs2,-0.5434949395833337,-7.2656910775,0.0,6.20119151,,,15
CrTiSb,half,mp-1216859,TiCrSbO6,-2.5683668062037017,-8.278491590833333,1.6451000000000002,4.27554779,,,15
CrTiSb,half,mp-774372,Ti3Cr2Sb(PO4)6,-2.7102993702182516,-8.223320001388888,0.0,4.02664515,,,15
CrTiSb,half,mp-758653,Li4Ti3Cr3(SbO8)2,-2.605193611904762,-7.882891182142857,0.0,4.65571319,,,15
CrVAl,half,mp-1228847,AlVCrC,-0.3427814606249999,-8.27058017625,0.0,7.46922057,,,14
CrVAl,half,mp-1096125,AlVCr2,3.157587792500001,-9.584501917499999,0.04870000000000019,-2.76220761,,,14
CrVGa,half,mp-1216693,V2Cr2GaSe8,-0.9175385258653841,-6.184407366153845,0.0,3.84510031,,,14
CrVGa,half,mp-1216488,V3CrGaSe8,-0.8885728597115391,-6.1116615923076925,0.0,3.93776337,,,14
CrVGa,half,mp-1216415,VCr3GaSe8,-0.8763034858653836,-6.1869524338461535,0.0,3.62610233,,,14
CrVSi,half,mp-1216378,VCrSi4,-0.33793090166666356,-11.047593651666665,0.0,10.24375609,,,15
CrVSi,half,mp-1216382,VCrSi,-0.15059103966666973,-12.79615194466667,0.0,8.2165112,,,15
CrVSi,half,mp-1216563,V(CrSi3)2,-0.3043736037037029,-11.068690057037037,0.0,10.41389456,,,15
CrVGe,half,mp-1216420,VCrGeC,-0.2722071381249993,-8.41936886,0.0,7.87206076,,,15
CrVGe,half,mp-1216572,V5Cr5Ge6,-0.16592202937499945,-7.75485545625,0.0,7.67851423,,,15
CrVSn,half,mp-850428,V3Cr2Sn(PO4)6,-2.521646948690476,-8.13038460138889,0.0,3.27197156,,,15
CrVSn,half,mp-777670,Li4V3Cr3(SnO8)2,-2.384916857261904,-7.781413834285714,0.6871,4.82341395,,,15
CrVSn,half,mp-776765,V3CrSn2(PO4)6,-2.536719673273808,-7.988694114444444,0.0,3.12461676,,,15
CrVP,half,mp-2226708,MgVCrP2(O4F)2,-2.830956579285713,-7.806919134,2.2048,2.02955292,,,16
CrVP,half,mp-759865,LiVCrP2(HO5)2,-2.39916167902661,-7.563267182549019,1.2776,1.81253697,,,16
CrVP,half,mp-766000,LiVCr(P2O7)2,-2.6419416812811782,-7.958106568095238,1.4875,1.06889062,,,16
CrVAs,half,mp-1216397,VCrAs2,-0.466548514374999,-15.111043538125,0.0,6.62587228,,,16
CrVAs,half,mp-1216411,VCr3As4,-0.4142670290624988,-15.181732885312499,0.0,6.56008273,,,16
CrVSb,half,mp-1216355,VCrSbO6,-2.257537735555554,-8.09970852611111,0.0,5.59034353,,,16
CrVSb,half,mp-776536,V3Cr3(SbO8)2,-2.1658666712499994,-8.15357844875,0.9032,4.01007215,,,16
CrVSb,half,mp-759710,V3CrSb2(PO4)6,-2.5053111335515856,-7.963920540555555,0.0,3.42912945,,,16
CrMnAl,half,mp-1221714,MnAl24Cr,-0.08413894761273227,-4.26524982,0.0,7.60474678,,,16
CrMnAl,half,mp-864988,Mn2AlCr,-0.16105888646551758,-8.0917223575,0.0,7.46499702,193.97,0.276,16
CrMnAl,half,mp-1221662,MnAl2Cr3,-0.16329881632183904,-7.765350376666667,0.0,7.83402702,,,16
CrMnGa,half,mp-1221909,Mn2Cr3GaS8,-0.9531812688115764,-6.9116202371428574,0.0,4.33838044,,,16
CrMnGa,half,mp-1221918,Mn2CrGa3Se8,-0.6566358712222902,-5.301540009999999,0.0,2.73821393,,,16
CrMnGa,half,mp-1221912,Mn2CrGa3S8,-0.7709055120258606,-5.782922845,0.0,3.54687522,,,16
CrMnIn,half,mp-1221691,MnCrInS4,-0.8964754556568134,-6.343286137857143,0.0,4.72912913,,,16
CrMnSi,half,mp-1097306,Mn2CrSi,2.689556116882187,-10.613887967126434,0.0,-2.73067862,,,17
CrMnSi,half,mp-1226532,CeMnCrSi2,-0.4596855537298808,-16.08865255683333,0.0,7.6095566,,,17
CrMnSi,half,mp-1221675,MnCrSi2,-0.2810302091956931,-12.107081773075004,0.0,9.19946866,,,17
CrMnGe,half,mp-1222067,Mn4Cr(Co2Ge)5,-0.22292983133620653,-7.260450586999999,0.0,6.36471465,,,17
CrMnGe,half,mp-1225876,DyMn2(Cr2Ge3)2,-0.22228029904067187,-7.090954385384616,0.0,7.2717523,,,17
CrMnGe,half,mp-1225989,DyMn4(CrGe3)2,-0.2688137964146773,-7.06194447076923,0.0,5.66549099,,,17
CrMnSn,half,mp-1176479,Mn3Cr2Sn(PO4)6,-2.4234403224069507,-8.038687076944445,0.0,2.38125924,,,17
