compound,heusler_type,mp_id,formula,formation_energy,absolute_energy,band_gap,fermi_energy,bulk_modulus,poisson_ratio,Nv
Rh2NiAs,full,mp-1220148,NiAs2Rh3,-0.37904584666667535,-19.346623350833344,0.0,7.66777256,,,33
Cr2ScSi,full,mp-17334,Sc2Cr4Si5,-0.4484043540909087,-11.99014683090909,0.0,8.19634049,,,19
Cr2ScGe,full,mp-1197663,ScCrGe2,-0.4783469489583337,-6.786240020208333,0.0,5.30661192,,,19
Cr2ScGe,full,mp-1103749,Sc(CrGe)6,-0.19735913038461644,-7.273429980769231,0.0,6.19751496,,,19
Cr2ScGe,full,mp-1219675,Sc7Cr5Ge9,-0.539653753333332,-6.930119076190476,0.0,5.25902112,,,19
Cr2TiAl,full,mp-1217088,TiAlCr,-0.20664084972221985,-11.78770676083333,0.0,6.70845202,,,19
Cr2TiAl,full,mp-1217087,Ti2AlCr,-0.20894951833333408,-12.129188205,0.0,6.82442152,,,19
Cr2TiAl,full,mp-1217237,Ti2Al2CrCuS8,-1.312322159761905,-6.322412615,0.0,6.12802332,,,19
Cr2TiIn,full,mp-1217256,Ti2CrIn3O6,-1.654946391805554,-6.9412076475,0.0,6.47877638,,,19
Cr2TiSi,full,mp-1216927,TiCrSi4,-0.3502949727777794,-10.867987936666667,0.0,9.7452127,,,20
Cr2TiSi,full,mp-1217112,Ti2CrSi6,-0.40594569037037015,-10.804995022222222,0.0,9.59450536,,,20
Cr2TiSi,full,mp-1217270,Ti(CrSi3)2,-0.2970828429629633,-10.933419438888889,0.0,10.1468454,,,20
Cr2TiGe,full,mp-1192266,Ti4Cr2Ge5,-0.48185905575757526,-7.209422899545455,0.0,6.39250055,,,20
Cr2TiGe,full,mp-1217423,Ti4Cr2Ge5,-0.34239597893939333,-7.069959822727273,0.0,5.81708463,,,20
Cr2TiSn,full,mp-1101318,Ti3Cr2Sn(PO4)6,-2.7448914423015873,-8.254594590555556,0.0,4.43732413,,,20
Cr2TiSn,full,mp-776286,Ti3CrSn2(PO4)6,-2.7832646227182543,-8.136204559444444,0.025699999999999612,4.35087636,,,20
Cr2TiSn,full,mp-776780,Li4Ti3Cr3(SnO8)2,-2.660703811547619,-7.929870711428571,0.0,5.6721528,,,20
Cr2TiP,full,mp-774450,Ti3CrFe2(PO4)6,-2.782928289107143,-8.383670967777778,0.10719999999999974,4.10266156,,,21
Cr2TiP,full,mp-776286,Ti3CrSn2(PO4)6,-2.7832646227182543,-8.136204559444444,0.025699999999999612,4.35087636,,,21
Cr2TiP,full,mp-777498,Ti3CrNi2(PO4)6,-2.7314317721626984,-8.182736421388888,0.04949999999999921,4.35682972,,,21
Cr2TiAs,full,mp-1079641,TiCrAs,-0.584777569166666,-7.990998242222222,0.0,7.70122486,,,21
Cr2TiAs,full,mp-1216963,TiCrAs2,-0.5434949395833337,-7.2656910775,0.0,6.20119151,,,21
Cr2TiSb,full,mp-1216859,TiCrSbO6,-2.5683668062037017,-8.278491590833333,1.6451000000000002,4.27554779,,,21
Cr2TiSb,full,mp-774372,Ti3Cr2Sb(PO4)6,-2.7102993702182516,-8.223320001388888,0.0,4.02664515,,,21
Cr2TiSb,full,mp-758653,Li4Ti3Cr3(SbO8)2,-2.605193611904762,-7.882891182142857,0.0,4.65571319,,,21
CoTiP,half,mp-770585,Li2TiCo3(PO4)6,-2.2828859207738086,-7.406795876388888,0.0,0.57061929,,,18
CoTiP,half,mp-1044256,TiZnCo(PO4)3,-2.4959660229034384,-7.6049792225,1.0791000000000002,1.31127375,,,18
CoTiP,half,mp-1102138,TiCoP,-1.1224449157142875,-12.847133067500002,0.0,8.68341051,,,18
CoTiAs,half,mp-961700,TiCoAs,-0.1457170144444445,-6.70002642,0.0,5.32355923,74.991,0.652,18
CoTiAs,half,mp-998974,TiFeCoAs,-0.36153024520833377,-7.403793365,0.0,8.13994071,187.342,0.371,18
CoTiAs,half,mp-732284,Li2Ti4Co(AsO5)4,-2.4567174959677422,-7.626362499193549,2.7286,1.47105488,,,18
CoTiSb,half,mp-759100,Ti3Co2Sb(PO4)6,-2.640629530496031,-8.013670675555556,0.0,3.23608969,,,18
CoTiSb,half,mp-998973,TiFeCoSb,-0.3517762133333333,-7.25875901,0.0,8.91973031,170.979,0.323,18
CoTiSb,half,mp-5967,TiCoSb,-0.6587187822222234,-17.95148674,1.0431999999999997,7.3977234,141.018,0.276,18
CoVAl,half,mp-1008530,AlVFeCo,-0.3942140649999999,-7.5024440225,0.0,7.29932501,204.053,0.321,17
CoVAl,half,mp-4955,AlVCo2,-0.44793970249999937,-12.2704737825,0.0,7.01778873,195.177,0.279,17
CoVAl,half,mp-1228974,AlVCo,-0.11077845333333158,-11.462746849999997,0.0,7.08816253,,,17
CoVGa,half,mp-1190398,MnVGaCo,-0.3008021957327589,-7.402660721875,0.0,6.17859307,,,17
CoVGa,half,mp-22790,VGaCo2,-0.3272709574999997,-13.3274744425,0.0,6.00999522,199.274,0.307,17
CoVGa,half,mp-1066581,VGaFeCo,-0.2710866093750006,-7.199946615,0.0,6.27583557,,,17
CoVSi,half,mp-20586,VCo2Si,-0.38121340276041593,-12.714164049010417,0.0,8.38538849,216.418,0.31,18
CoVSi,half,mp-21371,VCoSi,-0.5443772966666695,-12.576901115,0.0,7.71164416,216.773,0.277,18
CoVSi,half,mp-1221599,MnV(Co2Si)2,-0.4188975497413798,-7.6226755875,0.0,8.15936838,,,18
CoVGe,half,mp-865465,VCo2Ge,-0.2327124612500011,-7.2261543025,0.0,6.74955103,197.789,0.318,18
CoVGe,half,mp-1063914,VFeCoGe,-0.25128076624999984,-7.57887373,0.0,7.59230954,,,18
CoVGe,half,mp-1103555,VCoGe,-0.3113451033333341,-7.249762343333334,0.0,5.90122539,,,18
CoVSn,half,mp-21469,VCo2Sn,-0.07959901875000064,-6.91967686,0.0,8.47176094,178.311,0.324,18
CoVSn,half,mp-1018119,VCoSn,0.4650513416666655,-6.2772468733333335,0.0,6.40433844,105.185,0.873,18
CoVSn,half,mp-1234442,MgV3CoSn2(PO4)6,-2.3982727768339758,-7.678865186216216,0.025399999999999867,2.17358751,,,18
CoVP,half,mp-757057,VCo3(PO4)4,-2.1139013386904764,-7.588162584166667,0.0,2.05654987,,,19
CoVP,half,mp-766565,Li12VCo3P4(CO7)4,-2.3193618543956047,-7.1391920646153855,0.7799000000000005,3.56030595,,,19
CoVP,half,mp-1101319,VCo(PO4)2,-2.335889557440475,-7.8914211925,9.999999999998899e-05,1.99808767,,,19
CoVAs,half,mp-1216438,VCo3AsO8,-1.7196266548076902,-7.471348850384614,0.0,3.8092611,,,19
CoVAs,half,mp-1208112,V3Co10AsO20,-1.6507065636029414,-7.600744281029413,1.5644,2.80564789,,,19
CoVAs,half,mp-1066006,VFeCoAs,-0.09063114187500076,-7.429997775,0.0,7.99690028,,,19
CoVSb,half,mp-1066862,VFeCoSb,-0.0638935974999999,-7.2679799075,0.0,9.05727655,,,19
CoVSb,half,mp-1216413,VCoSb,0.3385867019444433,-17.338120828055555,0.0,8.73214801,,,19
CoVSb,half,mp-4076,VCoSb,-0.18939748999999986,-17.86610502,0.0,8.02623499,141.89,0.328,19
CoCrAl,half,mp-10883,AlCrCo2,-0.22062925874999806,-12.289105003749999,0.0,7.02384325,199.303,0.292,18
CoCrAl,half,mp-1228949,Al2CrFeCo4,-0.2920568399999999,-7.0605427425,0.0,6.94851754,,,18
CoCrGa,half,mp-567981,CrGaCo2,-0.07622638124999881,-13.322371531249999,0.0,5.90754892,199.836,0.327,18
CoCrGa,half,mp-1226165,Cr12Ga2(CoS8)3,-0.9210596318292676,-6.838465521219513,0.0,4.81269196,,,18
CoCrGa,half,mp-1226347,CrGa3(CoSe4)2,-0.5635476736607136,-4.918652016428571,0.0,2.97853987,,,18
CoCrIn,half,mp-1226318,Cr3In(CoS4)2,-0.7661046604761899,-6.4155350985714295,0.0,4.82156505,,,18
CoCrIn,half,mp-1226298,CrInCoS4,-0.7245873680952377,-5.881598254285715,0.0,4.94870372,,,18
CoCrIn,half,mp-16735,CrInCo2,0.1976137877083346,-15.832484969791665,0.0,7.4804662,169.302,0.341,18
CoCrSi,half,mp-1213726,CrFeCoSi,-0.26834161249999866,-7.938792469999999,0.0,8.37528824,,,19
CoCrSi,half,mp-1095673,CrCoSi,-0.24880192527777942,-12.60924796361111,0.0,7.97811093,,,19
CoCrSi,half,mp-1221846,Mn4Cr(Co2Si)5,-0.40023366108620734,-7.638326960500001,0.0,7.90652143,,,19
CoCrGe,half,mp-1183740,CrCo2Ge,-0.11422048125000028,-7.2499476725,0.0,7.45453407,,,19
CoCrGe,half,mp-10394,CrCoGe,-0.07916975833333358,-7.215667106666667,0.0,7.5312468,183.828,0.322,19
CoCrGe,half,mp-1222067,Mn4Cr(Co2Ge)5,-0.22292983133620653,-7.260450586999999,0.0,6.36471465,,,19
CoCrSn,half,mp-778219,Li4Cr3Co3(SnO8)2,-1.969554920833333,-7.157070896071429,0.0,3.65749089,,,19
CoCrSn,half,mp-1177516,Li4Cr3Co3(SnO8)2,-1.9477848894047614,-7.135300864642857,0.07759999999999989,2.76651176,,,19
CoCrSn,half,mp-774701,Li4Cr3Co2Sn3O16,-1.965901049940476,-7.0418511371428565,0.0867,3.34066603,,,19
CoCrP,half,mp-757284,Mn3CrCo2(PO4)6,-2.28545116504584,-7.917481645,0.0,2.02008157,,,20
CoCrP,half,mp-776777,Li4CrCo2Ni3(PO4)6,-2.275351350029762,-7.281430172750001,2.9872,1.77947624,,,20
CoCrP,half,mp-757257,Li4CrCo3(PO4)4,-2.413452291496598,-7.398705961428571,0.8765000000000001,4.13416871,,,20
CoCrAs,half,mp-1206397,CrCoAs,-0.2284141480555522,-14.56678231722222,0.0,7.14405663,,,20
CoCrAs,half,mp-1008277,CrCo2As,-0.038139368124998185,-14.100473277499999,0.0,7.40768899,187.113,0.32,20
CoCrAs,half,mp-694249,Cr3Co2As2(CO)20,-0.7451330297872336,-7.898001225851063,1.7069999999999999,-0.63325998,,,20
CoCrSb,half,mp-1018082,CrCo2Sb,0.07108677958333232,-16.74094331541667,0.0,8.46626634,173.777,0.295,20
CoCrSb,half,mp-1226307,CrCo4SbO8,-1.6675647385714285,-7.519980836428571,0.9511000000000003,4.25540112,,,20
CoCrSb,half,mp-757879,Cr3Co3(SbO8)2,-1.6164263941666672,-7.360327002916667,0.0,3.4472296,,,20
CoMnAl,half,mp-1221633,MnAlFeCo,-0.2483681319827591,-7.376125395,0.0,6.86531309,,,19
CoMnAl,half,mp-13079,Mn2AlCo,-0.2726304239655173,-7.5733862075,0.0,6.75159189,158.934,0.234,19
CoMnAl,half,mp-3623,MnAlCo2,-0.35664687448275867,-7.150253015,0.0,6.61087155,188.169,0.269,19
CoMnGa,half,mp-1222096,Mn2GaCo4Ge,-0.24967310854525948,-7.06327577625,0.0,6.31030204,,,19
CoMnGa,half,mp-1190398,MnVGaCo,-0.3008021957327589,-7.402660721875,0.0,6.17859307,,,19
CoMnGa,half,mp-21171,MnGaCo2,-0.23019723135775827,-6.84443342,0.0,5.49199171,186.181,0.3,19
CoMnIn,half,mp-22276,Mn2InCo,0.21448128936781607,-6.8396739725,0.0,6.56020587,135.295,0.377,19
CoMnSi,half,mp-961696,MnCoSi,-0.177972692643678,-7.418222706666666,0.0,6.76714626,181.264,0.324,20
CoMnSi,half,mp-10365,MnCoSi,-0.02012916764367863,-7.260379181666667,0.0,8.52057738,,,20
CoMnSi,half,mp-13082,Mn2CoSi,-0.3452583739655175,-8.0659497075,0.0,8.12336178,220.339,0.306,20
CoMnGe,half,mp-1222096,Mn2GaCo4Ge,-0.24967310854525948,-7.06327577625,0.0,6.31030204,,,20
CoMnGe,half,mp-1222109,Mn2Co2SiGe,-0.31841297014367836,-7.424947955,0.0,6.86103364,,,20
CoMnGe,half,mp-22289,Mn2CoGe,-0.15014941521551783,-7.670268205,0.0,7.58112019,176.138,0.331,20
CoMnSn,half,mp-1221649,MnCoNiSn,-0.10784307073275912,-6.6291282075,0.0,8.32156153,,,20
CoMnSn,half,mp-1221622,MnCoSnRh,-0.2502795532327582,-7.1676074875,0.0,7.8756234,,,20
CoMnSn,half,mp-20840,MnCo2Sn,-0.1082658557327596,-6.967871002500001,0.0,7.81922918,166.928,0.289,20
CoMnP,half,mp-760077,MnFeCo(PO4)3,-2.25167672885331,-7.831623310416666,0.5024,2.12242092,,,21
CoMnP,half,mp-1221741,Mn3CoP4,-0.6033875540455655,-7.63855714125,0.0,9.08539414,,,21
CoMnP,half,mp-1176481,MnFeCo(PO4)3,-2.256216780381089,-7.836163361944445,0.001000000000000112,1.70191218,,,21
CoMnAs,half,mp-1102618,MnCoAs,-0.266606341810346,-7.2551245233333335,0.0,7.03387142,,,21
CoMnAs,half,mp-1017515,Mn2CoAs,-0.07158170834051791,-7.6034741675,0.0,7.75469494,199.678,0.33,21
CoMnAs,half,mp-1221723,Mn3CoAs2,-0.15235353479885086,-7.4789714783333325,0.0,6.04771871,,,21
CoMnSb,half,mp-570203,MnCoSb,-0.1727582972270104,-6.9809027145833324,0.0,7.39332766,,,21
CoMnSb,half,mp-5396,MnCo2Sb,-0.13221665698275942,-7.021679150000001,0.0,8.58671314,174.535,0.309,21
CoMnSb,half,mp-13085,Mn2CoSb,-0.0020621439655172935,-7.39867428,0.0,8.64739393,171.446,0.31,21
CoFeAl,half,mp-1221633,MnAlFeCo,-0.2483681319827591,-7.376125395,0.0,6.86531309,,,20
CoFeAl,half,mp-10884,AlFeCo2,-0.3587966250000001,-6.979404245,0.0,6.60723177,187.706,0.267,20
CoFeAl,half,mp-1008530,AlVFeCo,-0.3942140649999999,-7.5024440225,0.0,7.29932501,204.053,0.321,20
CoFeGa,half,mp-636212,GaFe2Co,-0.043305436875000325,-6.8186942275,0.0,5.50710269,157.963,0.453,20
CoFeGa,half,mp-1225114,GaFe4Co8Si3,-0.3150710492187505,-7.2057878437500005,0.0,7.44230769,,,20
CoFeGa,half,mp-1224895,GaFe2Co,-0.1480834343750006,-6.923472225,0.0,5.55152446,,,20
CoFeIn,half,mp-1224078,InFeCoO4,-1.6369173616666675,-7.090012585000001,1.7942000000000005,3.71736089,,,20
CoFeIn,half,mp-21211,InFeCo2,0.07908387083333324,-6.2949232275,0.0,7.26375675,160.068,0.324,20
CoFeSi,half,mp-1220405,Nd2Fe3CoSi4,-0.6323274754999992,-7.010432208999999,0.0,6.3791701,,,21
CoFeSi,half,mp-1207117,Fe2CoSi,-0.35014793499999985,-7.7248422275,0.0,7.75925315,,,21
CoFeSi,half,mp-1213726,CrFeCoSi,-0.26834161249999866,-7.938792469999999,0.0,8.37528824,,,21
CoFeGe,half,mp-1025047,FeCoGe,-0.10510959666666626,-6.847264858333333,0.0,7.02717116,,,21
CoFeGe,half,mp-22300,FeCo2Ge,-0.1586249237500006,-6.99859555,0.0,7.46368314,183.305,0.356,21
CoFeGe,half,mp-1063914,VFeCoGe,-0.25128076624999984,-7.57887373,0.0,7.59230954,,,21
CoFeSn,half,mp-758618,Fe3Co2Sn(PO4)6,-2.244201794523809,-7.661802889444445,0.0,2.02356541,,,21
CoFeSn,half,mp-1225025,FeCoSn,0.2916832550000012,-6.245986673333333,0.0,8.96438239,,,21
CoFeSn,half,mp-1025124,FeCoSn,0.11972129833333393,-6.417948630000001,0.0,8.42693447,,,21
CoFeP,half,mp-760077,MnFeCo(PO4)3,-2.25167672885331,-7.831623310416666,0.5024,2.12242092,,,22
CoFeP,half,mp-1176481,MnFeCo(PO4)3,-2.256216780381089,-7.836163361944445,0.001000000000000112,1.70191218,,,22
CoFeP,half,mp-759846,Li3MnFeCo(PO4)3,-2.461936043421886,-7.5174506657142866,1.8256000000000001,4.85494986,,,22
CoFeAs,half,mp-998974,TiFeCoAs,-0.36153024520833377,-7.403793365,0.0,8.13994071,187.342,0.371,22
CoFeAs,half,mp-675526,FeCoAs,-0.12042472472222225,-6.878278212222223,0.0,7.0888007,,,22
CoFeAs,half,mp-1066006,VFeCoAs,-0.09063114187500076,-7.429997775,0.0,7.99690028,,,22
CoFeSb,half,mp-2216303,MgFe3Co2Sb(PO4)6,-2.276068294942084,-7.594542317027027,1.6864999999999997,2.24973809,,,22
CoFeSb,half,mp-1234239,MgFe3Co2Sb(PO4)6,-2.2258951608880295,-7.544369182972972,0.0,2.4341681,,,22
CoFeSb,half,mp-2216000,MgFe3Co2Sb(PO4)6,-2.21010293142857,-7.528576953513513,0.0,3.30817715,,,22
CoNiAl,half,mp-1228972,AlCoNi6,-0.19779282500000228,-11.679871877500002,0.0,8.01437535,,,22
CoNiAl,half,mp-1214804,AlCo2Ni,-0.22478804950000075,-11.520357487000002,0.0,7.18050741,,,22
CoNiAl,half,mp-1214822,AlCo2Ni,-0.24212216449999957,-11.537691602,0.0,7.27373039,,,22
CoNiGa,half,mp-1224797,GaCo2Ni,-0.03364618710622658,-12.506885029606227,0.0,6.1096573,,,22
CoNiGa,half,mp-20551,GaCo2Ni,-0.11964586460622506,-12.592884707106226,0.0,5.94330911,,,22
CoNiGa,half,mp-1007821,GaCo2Ni,-0.1049108371062264,-12.578149679606227,0.0,5.99426997,198.722,0.376,22
CoNiIn,half,mp-1217480,Ti8InCo3NiSn3,-0.1570365480208329,-6.727799815625,0.0,7.82522491,,,22
CoNiIn,half,mp-1217339,Ti4In2CoNi,-0.0750060983333336,-6.3267397175,0.0,7.35740602,,,22
CoNiIn,half,mp-1217465,Ti8In4CoNi3,-0.07563291895833313,-6.242786535625,0.0,7.38670084,,,22
CoNiSi,half,mp-1226006,CoSi4Ni,-0.42309461000000087,-10.474929055,0.0,9.84234981,,,23
CoNiSi,half,mp-1227707,Ca4Co3Si8NiO24,-2.946267712249999,-7.88275921075,3.1496000000000004,6.85159403,,,23
CoNiSi,half,mp-1102115,CoSiNi,-0.41712678750000026,-11.747031082500001,0.0,9.036419,,,23
CoNiGe,half,mp-1226021,CoNiGe,-0.1452403766666658,-13.174548999999999,0.0,8.0414821,,,23
CoNiGe,half,mp-1226015,CoNiGe,-0.13387670166666746,-13.163185325,0.0,8.23084872,,,23
CoNiGe,half,mp-1216316,UCoNiGe2,-0.33666099199999877,-7.026864816,0.0,9.03659064,,,23
CoNiSn,half,mp-1221649,MnCoNiSn,-0.10784307073275912,-6.6291282075,0.0,8.32156153,,,23
CoNiSn,half,mp-1226203,CoNi2Sn,0.05337484625000025,-5.6224406375,0.0,8.84083582,,,23
CoNiSn,half,mp-20237,CoNiSn,-0.009581299999999496,-5.650623051666667,0.0,9.08595449,160.052,0.36,23
CoNiP,half,mp-1206541,CoNiP,-0.4249859604365061,-11.83099416111111,0.0,9.34229775,,,24
CoNiP,half,mp-1229196,CoNiP4(H8O5)4,-1.2619160492857138,-5.438916876724138,2.9800000000000004,2.17386617,,,24
CoNiP,half,mp-1226111,Co7NiP4,-0.4079745234920627,-12.127111216666668,0.0,8.62331637,,,24
CoNiAs,half,mp-1079542,CoNiAs,-0.1547956619139907,-13.462622087747324,0.0,7.78838707,,,24
CoNiAs,half,mp-1226061,CoNi(AsS)2,-0.5280502208333336,-5.616469820833333,0.0,7.43489566,,,24
CoNiAs,half,mp-1226009,CoNiAs2,-0.23421849392045502,-13.891971060170455,0.0,7.17886362,,,24
CoNiSb,half,mp-1226172,CoNiSb,0.07073994944444609,-16.90334805722222,0.0,8.14100636,,,24
CoNiSb,half,mp-758112,Co2Ni3Sb(PO4)6,-2.0567821313293644,-7.253543665,0.0,1.76671639,,,24
CoNiSb,half,mp-1025009,CoNiSb,0.04495197666666684,-16.92913603,0.0,9.8345615,,,24
FeTiAl,half,mp-1217171,TiAlFe,-0.36800526027777875,-7.0717016125,0.0,6.83724032,,,15
FeTiAl,half,mp-31187,TiAlFe2,-0.45416650083333376,-7.5994440675,0.0,6.9459049,184.183,0.299,15
FeTiAl,half,mp-1217020,TiAlFe2,-0.39727998333333314,-7.54255755,0.0,7.0453546,,,15
FeTiGa,half,mp-636320,TiGaFe2,-0.3604702627083327,-7.3263778775,0.0,6.15493887,190.307,0.272,15
FeTiGa,half,mp-998964,TiGaFeCo,-0.4717893527083339,-7.103545845,0.0,6.3154062,192.595,0.255,15
FeTiGa,half,mp-999059,Ti2GaFe,-0.23803798604166726,-7.0603133025,0.0,6.3018882,,,15
FeTiSi,half,mp-21662,TiFeSi2,-0.6451685506250003,-7.449205872291667,0.0,8.80876096,180.482,-0.966,16
FeTiSi,half,mp-866141,TiFe2Si,-0.6748571133333341,-8.24007023,0.4015999999999984,8.38954649,230.374,0.238,16
FeTiSi,half,mp-1202235,BaTiFe2(SiO5)2,-2.7682091780208324,-8.213695594375,0.0,2.18394626,,,16
FeTiGe,half,mp-866375,TiFe2Ge,-0.4796407220833334,-7.844281295,0.1708999999999996,7.16593483,210.464,0.248,16
FeTiGe,half,mp-1208403,TiFeGe,-0.541334449444444,-7.53751481,0.0,6.04784269,,,16
FeTiGe,half,mp-1018012,TiFeCoGe,-0.46164263208333356,-7.4921320825,0.0,7.8080298,197.425,0.336,16
FeTiSn,half,mp-19963,TiFe2Sn,-0.2695724920833342,-7.480849065000001,0.04870000000000019,8.82910951,183.277,0.253,16
FeTiSn,half,mp-22589,TiFeSn,0.4075125338888898,-6.384182493333333,0.0,5.41437945,73.93,0.529,16
FeTiSn,half,mp-1101366,Ti3Fe2Sn(PO4)6,-2.716767801190476,-8.160747268333333,0.07749999999999968,4.38323043,,,16
FeTiP,half,mp-1101312,TiCr2Fe3(PO4)6,-2.502818591699736,-8.168341399444445,0.0,2.67367452,,,17
FeTiP,half,mp-775272,TiFe3(PO4)6,-2.2980111647408954,-7.728973698235294,0.0,-0.50752441,,,17
FeTiP,half,mp-694979,Na2TiFe(PO4)3,-2.715343641316869,-7.700740485,2.3154000000000003,1.1967684,,,17
FeTiAs,half,mp-998974,TiFeCoAs,-0.36153024520833377,-7.403793365,0.0,8.13994071,187.342,0.371,17
FeTiAs,half,mp-999002,TiFe2As,-0.3295779777083334,-7.70599222,0.0,8.34327144,207.251,0.165,17
FeTiAs,half,mp-1095148,TiFeAs,-0.6694037936111132,-7.6812823800000025,0.0,7.49497804,,,17
FeTiSb,half,mp-998970,TiFe2Sb,-0.29650233083333344,-7.53763625,0.0,9.19493491,187.429,0.429,17
FeTiSb,half,mp-778503,Ti3Fe2Sb(PO4)6,-2.701930821051586,-8.14922777111111,0.028900000000000148,4.02785,,,17
FeTiSb,half,mp-998973,TiFeCoSb,-0.3517762133333333,-7.25875901,0.0,8.91973031,170.979,0.323,17
FeVAl,half,mp-1228827,AlV2Fe,-0.13389215249999964,-7.7297444475,0.0,6.59501668,,,16
FeVAl,half,mp-1008530,AlVFeCo,-0.3942140649999999,-7.5024440225,0.0,7.29932501,204.053,0.321,16
FeVAl,half,mp-1228804,AlVFe2,-0.13865449499999905,-7.581035575,0.0,6.64874373,,,16
FeVGa,half,mp-21883,VGaFe2,-0.29842107687499997,-7.561432205,0.0,6.4687618,222.851,0.267,16
FeVGa,half,mp-1216782,V2GaFe,-0.08609541687500144,-7.50257776,0.0,5.90383719,,,16
FeVGa,half,mp-1066581,VGaFeCo,-0.2710866093750006,-7.199946615,0.0,6.27583557,,,16
FeVSi,half,mp-1216327,VFe3Si4,-0.41396887750000033,-7.438374105,0.0,9.24603471,,,17
FeVSi,half,mp-1221563,MnV(Fe2Si)2,-0.4174628259913806,-8.289543108750001,0.0,8.40838232,,,17
FeVSi,half,mp-1066609,VFeCoSi,-0.4481346049999999,-7.9763001125,0.0,8.17728606,,,17
FeVGe,half,mp-1063914,VFeCoGe,-0.25128076624999984,-7.57887373,0.0,7.59230954,,,17
FeVGe,half,mp-1216977,V2FeGe,-0.29935772375,-8.114573025,0.0,7.42464867,,,17
FeVSn,half,mp-774750,V2Fe3Sn(PO4)6,-2.419798567301586,-7.9457601816666665,0.0,2.55488474,,,17
FeVSn,half,mp-636359,VFe2Sn,0.00271265875000104,-7.5056674275,0.0,8.85256522,,,17
FeVSn,half,mp-1216897,V2FeSn,-0.015350104999999559,-7.67720140625,0.0,7.73663023,,,17
FeVP,half,mp-2224790,MgVFeP2(O4F)2,-2.6986413246190466,-7.5957354619999995,1.6196000000000002,2.14695329,,,18
FeVP,half,mp-1177777,Li2VFeP2(HO5)2,-2.359135896025132,-7.276674238611111,1.7599,2.43203955,,,18
FeVP,half,mp-782634,VFe5(PO4)6,-2.3645705696626984,-7.997381197777778,1.3117000000000003,1.76667528,,,18
FeVAs,half,mp-1095040,VFeAs,-0.326053271666666,-7.7304018333333335,0.0,7.51551559,,,18
FeVAs,half,mp-1106248,Sr2VFeAsO3,-2.0277087993749987,-7.085920944374999,0.0,3.8502607,,,18
FeVAs,half,mp-1066006,VFeCoAs,-0.09063114187500076,-7.429997775,0.0,7.99690028,,,18
FeVSb,half,mp-1216330,VFeSbO6,-2.05603772,-7.766761148333334,0.2019000000000002,4.44499131,,,18
FeVSb,half,mp-567636,VFeSb,-0.2752190966666663,-7.502861936666666,0.3487,7.5395165,162.865,0.336,18
FeVSb,half,mp-774608,V3Fe2Sb(PO4)6,-2.460163840496032,-8.006495295,0.0,3.50098476,,,18
FeCrAl,half,mp-1228906,AlCrFe2,-0.15702917999999944,-7.74169561,0.0,7.63812097,,,17
FeCrAl,half,mp-1096119,Al2CrFe,2.4711119100000007,-3.932443175,0.0,-2.38772398,,,17
FeCrAl,half,mp-1229097,AlCrFeO4,-2.540379124999999,-8.494336182142858,1.4767000000000001,5.22066652,,,17
FeCrGa,half,mp-1226345,Cr3GaFe3As2,-0.018372544722222668,-7.433655558888889,0.0,6.29345241,,,17
FeCrGa,half,mp-30570,CrGaFe2,-0.027434201874998898,-7.43273068,0.0,6.39980137,204.598,0.28,17
FeCrGa,half,mp-1226233,CrGaFeSe4,-0.6365560995535711,-5.655814758571428,0.0,3.45763327,,,17
FeCrSi,half,mp-1213726,CrFeCoSi,-0.26834161249999866,-7.938792469999999,0.0,8.37528824,,,18
FeCrSi,half,mp-1226256,CrFeSi2,-0.3469316849999995,-7.59035787,0.0,9.30176412,,,18
FeCrSi,half,mp-1226343,CrFe11Si4,-0.2813790049999998,-8.06416356125,0.0,8.14462458,,,18
FeCrGe,half,mp-1226425,Cr3Fe3GeAs2,-0.06602189666666586,-7.658519558888888,0.0,7.10009447,,,18
FeCrGe,half,mp-1226385,CrFeGe2,-0.029818414999999376,-6.8720995125,0.0,7.7720566,,,18
FeCrSn,half,mp-1178427,Cr2Fe3Sn(PO4)6,-2.3744344967460314,-7.932015077777779,0.029199999999999893,3.40123785,,,18
FeCrSn,half,mp-1008226,CrFe2Sn,0.2543460687500003,-7.3963193675,0.0,8.22928574,143.331,0.427,18
FeCrSn,half,mp-775073,Li4Cr3Fe3(SnO8)2,-2.0715633326190477,-7.4022869317857145,0.0,3.10205876,,,18
FeCrP,half,mp-774450,Ti3CrFe2(PO4)6,-2.782928289107143,-8.383670967777778,0.10719999999999974,4.10266156,,,19
FeCrP,half,mp-777476,CrFe2(PO4)3,-2.3767023991071414,-8.05818435111111,1.6569,1.55372473,,,19
FeCrP,half,mp-766014,Li6CrFe3(PO4)6,-2.5003482901964267,-7.446943759999999,2.3823,1.40557525,,,19
FeCrAs,half,mp-1206083,CrFeAs,-0.0935419624999996,-7.6912723666666665,0.0,7.26749288,,,19
FeCrAs,half,mp-1189319,Sr2CrFeAsO3,-1.9697830406249999,-7.099137860625,0.0,3.85510842,,,19
FeCrAs,half,mp-1226345,Cr3GaFe3As2,-0.018372544722222668,-7.433655558888889,0.0,6.29345241,,,19
FeCrSb,half,mp-1222836,Li2Cr2FeSbO8,-2.1847588233333326,-7.566264030714286,1.891,3.35563923,,,19
FeCrSb,half,mp-861530,Li2Cr2FeSbO8,-2.1824709485119036,-7.563976155892857,1.6540999999999997,5.27516759,,,19
